-0.6372528,0.19091797,10.115631,1478540680287,3,1478540678018
-0.5762329,0.16937256,10.17186,1478540680302,3,1478540678018
-0.59298706,0.17774963,10.123993,1478540680322,3,1478540678025
-0.5977783,0.19329834,10.157501,1478540680342,3,1478540678045
-0.59298706,0.1980896,10.164673,1478540680362,3,1478540678065
-0.61213684,0.17176819,10.12999,1478540680382,3,1478540678088
-0.6145172,0.16099548,10.15271,1478540680402,3,1478540678105
-0.6145172,0.17655945,10.128784,1478540680422,3,1478540678125
-0.5953827,0.18014526,10.186218,1478540680443,3,1478540678146
-0.5953827,0.20048523,10.12999,1478540680462,3,1478540678165
-0.58102417,0.18852234,10.127594,1478540680482,3,1478540678185
-0.5881958,0.16937256,10.144333,1478540680504,3,1478540678210
-0.5989685,0.17176819,10.126389,1478540680526,3,1478540678228
-0.6252899,0.1478424,10.144333,1478540680542,3,1478540678245
-0.64323425,0.18373108,10.107254,1478540680562,3,1478540678263
-0.5881958,0.175354,10.159897,1478540680581,3,1478540678284
-0.5690613,0.15142822,10.145538,1478540680602,3,1478540678304
-0.5870056,0.15861511,10.13237,1478540680622,3,1478540678324
-0.6145172,0.19329834,10.140747,1478540680642,3,1478540678345
-0.6252899,0.16220093,10.113235,1478540680663,3,1478540678365
-0.6097412,0.15861511,10.170654,1478540680683,3,1478540678385
-0.60853577,0.18133545,10.13118,1478540680703,3,1478540678405
-0.58940125,0.17295837,10.135971,1478540680722,3,1478540678427
-0.57743835,0.18133545,10.134766,1478540680742,3,1478540678445
-0.60494995,0.17416382,10.128784,1478540680762,3,1478540678464
-0.5965729,0.19450378,10.121613,1478540680782,3,1478540678484
-0.62409973,0.15621948,10.144333,1478540680802,3,1478540678505
-0.63964844,0.15023804,10.179031,1478540680822,3,1478540678525
-0.6599884,0.15740967,10.134766,1478540680842,3,1478540678544
-0.6109314,0.16459656,10.143143,1478540680862,3,1478540678564
-0.58940125,0.1980896,10.170654,1478540680882,3,1478540678588
-0.6073456,0.1873169,10.13237,1478540680902,3,1478540678606
-0.6061554,0.19329834,10.149124,1478540680922,3,1478540678625
-0.60375977,0.19329834,10.128784,1478540680942,3,1478540678644
-0.59059143,0.15621948,10.163483,1478540680962,3,1478540678665
-0.60494995,0.175354,10.122803,1478540680982,3,1478540678685
-0.6097412,0.21603394,10.168274,1478540681002,3,1478540678707
-0.5977783,0.20646667,10.157501,1478540681022,3,1478540678725
-0.59417725,0.17176819,10.15271,1478540681043,3,1478540678745
-0.6193085,0.15501404,10.156311,1478540681062,3,1478540678765
-0.6061554,0.16818237,10.094086,1478540681082,3,1478540678785
-0.6217041,0.16937256,10.196976,1478540681102,3,1478540678805
-0.57862854,0.18133545,10.101273,1478540681122,3,1478540678824
-0.6300812,0.22441101,10.183823,1478540681141,3,1478540678843
-0.62409973,0.18612671,10.155106,1478540681161,3,1478540678863
-0.6109314,0.15621948,10.133575,1478540681182,3,1478540678884
-0.6145172,0.17893982,10.187408,1478540681201,3,1478540678903
-0.59298706,0.19927979,10.13237,1478540681222,3,1478540678924
-0.56547546,0.19689941,10.15152,1478540681242,3,1478540678945
-0.6073456,0.18133545,10.122803,1478540681262,3,1478540678965
-0.65519714,0.18612671,10.190994,1478540681282,3,1478540678985
-0.6001587,0.16937256,10.118011,1478540681301,3,1478540679004
-0.6193085,0.1370697,10.150314,1478540681321,3,1478540679024
-0.6444397,0.18612671,10.143143,1478540681343,3,1478540679046
-0.65042114,0.19450378,10.126389,1478540681362,3,1478540679064
-0.5953827,0.16937256,10.174255,1478540681382,3,1478540679084
-0.62049866,0.1825409,10.153915,1478540681402,3,1478540679104
-0.6456299,0.19210815,10.133575,1478540681422,3,1478540679124
-0.61213684,0.20167542,10.126389,1478540681442,3,1478540679144
-0.62049866,0.16459656,10.126389,1478540681462,3,1478540679164
-0.6025543,0.17416382,10.185013,1478540681482,3,1478540679185
-0.64323425,0.16220093,10.11203,1478540681501,3,1478540679204
-0.62409973,0.19091797,10.175446,1478540681522,3,1478540679228
-0.6061554,0.19329834,10.147934,1478540681542,3,1478540679244
-0.6097412,0.16339111,10.127594,1478540681561,3,1478540679271
-0.6145172,0.16578674,10.180237,1478540681582,3,1478540679285
-0.61572266,0.15263367,10.139557,1478540681601,3,1478540679304
-0.6528015,0.16697693,10.174255,1478540681621,3,1478540679325
-0.6372528,0.18852234,10.127594,1478540681644,3,1478540679354
-0.5977783,0.1873169,10.149124,1478540681663,3,1478540679368
-0.6061554,0.15382385,10.150314,1478540681682,3,1478540679386
-0.6264801,0.16220093,10.118011,1478540681701,3,1478540679404
-0.6300812,0.17295837,10.180237,1478540681722,3,1478540679426
-0.63127136,0.16937256,10.133575,1478540681741,3,1478540679445
-0.6348572,0.18373108,10.139557,1478540681762,3,1478540679464
-0.61572266,0.19569397,10.1467285,1478540681781,3,1478540679483
-0.6228943,0.18373108,10.107254,1478540681801,3,1478540679503
-0.59417725,0.16459656,10.188614,1478540681820,3,1478540679522
-0.60853577,0.17416382,10.098877,1478540681841,3,1478540679543
-0.64682007,0.21484375,10.133575,1478540681861,3,1478540679563
-0.65878296,0.18493652,10.165878,1478540681881,3,1478540679583
-0.6193085,0.16697693,10.135971,1478540681901,3,1478540679603
-0.62768555,0.15861511,10.161087,1478540681921,3,1478540679623
-0.6025543,0.18373108,10.10965,1478540681941,3,1478540679643
-0.5977783,0.18971252,10.17186,1478540681961,3,1478540679664
-0.62768555,0.18971252,10.113235,1478540681981,3,1478540679686
-0.6492157,0.20526123,10.149124,1478540682001,3,1478540679703
-0.6001587,0.17295837,10.1419525,1478540682021,3,1478540679723
-0.59417725,0.1370697,10.15271,1478540682041,3,1478540679746
-0.6444397,0.17655945,10.163483,1478540682061,3,1478540679763
-0.63964844,0.17176819,10.144333,1478540682081,3,1478540679783
-0.6145172,0.17893982,10.159897,1478540682101,3,1478540679804
-0.6217041,0.17655945,10.134766,1478540682121,3,1478540679823
-0.63964844,0.17774963,10.1467285,1478540682141,3,1478540679845
-0.61691284,0.15501404,10.145538,1478540682161,3,1478540679863
-0.62409973,0.15382385,10.147934,1478540682181,3,1478540679883
-0.6444397,0.18373108,10.17186,1478540682201,3,1478540679904
-0.63127136,0.18612671,10.094086,1478540682221,3,1478540679933
-0.5858154,0.1873169,10.182617,1478540682241,3,1478540679944
-0.6025543,0.18373108,10.12999,1478540682260,3,1478540679964
-0.6300812,0.20765686,10.165878,1478540682280,3,1478540679982
-0.6348572,0.1873169,10.17186,1478540682301,3,1478540680005
-0.62409973,0.16818237,10.128784,1478540682320,3,1478540680023
-0.61691284,0.16459656,10.147934,1478540682341,3,1478540680042
-0.5965729,0.170578,10.114426,1478540682360,3,1478540680063
-0.6145172,0.18971252,10.190994,1478540682380,3,1478540680082
-0.6025543,0.17655945,10.144333,1478540682400,3,1478540680102
-0.62409973,0.170578,10.134766,1478540682421,3,1478540680122
-0.62887573,0.19210815,10.163483,1478540682441,3,1478540680143
-0.62887573,0.17295837,10.118011,1478540682461,3,1478540680163
-0.62887573,0.16220093,10.149124,1478540682481,3,1478540680183
-0.6444397,0.1825409,10.121613,1478540682501,3,1478540680203
-0.59417725,0.19450378,10.149124,1478540682521,3,1478540680223
-0.5989685,0.18373108,10.15271,1478540682541,3,1478540680244
-0.62409973,0.170578,10.126389,1478540682561,3,1478540680263
-0.64682007,0.20765686,10.1670685,1478540682581,3,1478540680295
-0.6444397,0.1825409,10.137161,1478540682601,3,1478540680323
-0.6181183,0.16099548,10.149124,1478540682623,3,1478540680335
-0.6348572,0.20407104,10.138351,1478540682644,3,1478540680356
-0.62887573,0.18493652,10.150314,1478540682660,3,1478540680364
-0.62049866,0.1598053,10.168274,1478540682680,3,1478540680381
-0.6061554,0.175354,10.143143,1478540682700,3,1478540680401
-0.61213684,0.20048523,10.159897,1478540682721,3,1478540680423
-0.6109314,0.16937256,10.10965,1478540682741,3,1478540680453
-0.63964844,0.17774963,10.157501,1478540682761,3,1478540680463
-0.66955566,0.18852234,10.122803,1478540682781,3,1478540680483
-0.61691284,0.17176819,10.138351,1478540682801,3,1478540680503
-0.48770142,0.13827515,11.351517,1478540682821,3,1478540680528
-0.682724,0.11314392,10.66597,1478540682840,3,1478540680542
-0.6719513,0.19569397,10.1622925,1478540682859,3,1478540680561
-0.5858154,0.18971252,10.108444,1478540682880,3,1478540680582
-0.65519714,0.17774963,10.305862,1478540682901,3,1478540680604
-0.6575928,0.20407104,10.095291,1478540682920,3,1478540680622
-0.64204407,0.18133545,10.083328,1478540682941,3,1478540680643
