server ts, sensor ts,system:1478539356172000000, sensor: 791197188017884
1478539356174,1478539353903000000
1478539356184,1478539353903000000
1478539356196,1478539353904000000
1478539356221,1478539353918000000
1478539356236,1478539353932000000
1478539356254,1478539353944000000
1478539356275,1478539353965000000
1478539356295,1478539353985000000
1478539356315,1478539354006000000
1478539356335,1478539354029000000
1478539356355,1478539354052000000
1478539356375,1478539354066000000
1478539356395,1478539354086000000
1478539356415,1478539354108000000
1478539356437,1478539354128000000
1478539356460,1478539354152000000
1478539356475,1478539354166000000
1478539356496,1478539354186000000
1478539356515,1478539354206000000
1478539356535,1478539354226000000
1478539356555,1478539354246000000
1478539356575,1478539354266000000
1478539356595,1478539354285000000
1478539356615,1478539354305000000
1478539356635,1478539354326000000
1478539356655,1478539354346000000
1478539356675,1478539354369000000
1478539356695,1478539354387000000
1478539356715,1478539354406000000
1478539356735,1478539354426000000
1478539356755,1478539354447000000
1478539356775,1478539354466000000
1478539356795,1478539354486000000
1478539356817,1478539354508000000
1478539356836,1478539354526000000
1478539356855,1478539354546000000
1478539356877,1478539354568000000
1478539356896,1478539354588000000
1478539356915,1478539354607000000
1478539356935,1478539354627000000
1478539356955,1478539354646000000
1478539356975,1478539354666000000
1478539356995,1478539354687000000
1478539357016,1478539354707000000
1478539357035,1478539354726000000
1478539357055,1478539354746000000
1478539357075,1478539354766000000
1478539357096,1478539354787000000
1478539357116,1478539354807000000
1478539357142,1478539354833000000
1478539357156,1478539354846000000
1478539357174,1478539354865000000
1478539357194,1478539354885000000
1478539357214,1478539354905000000
1478539357234,1478539354925000000
1478539357254,1478539354945000000
1478539357274,1478539354964000000
1478539357294,1478539354986000000
1478539357314,1478539355004000000
1478539357334,1478539355025000000
1478539357363,1478539355054000000
1478539357376,1478539355067000000
1478539357396,1478539355087000000
1478539357425,1478539355117000000
1478539357437,1478539355127000000
1478539357458,1478539355149000000
1478539357499,1478539355194000000
1478539357505,1478539355195000000
1478539357515,1478539355205000000
1478539357533,1478539355223000000
1478539357554,1478539355244000000
1478539357576,1478539355267000000
1478539357595,1478539355287000000
1478539357615,1478539355307000000
1478539357637,1478539355328000000
1478539357655,1478539355346000000
1478539357676,1478539355376000000
1478539357720,1478539355411000000
1478539357742,1478539355432000000
1478539357743,1478539355433000000
1478539357754,1478539355444000000
1478539357773,1478539355463000000
1478539357793,1478539355483000000
1478539357814,1478539355505000000
1478539357836,1478539355528000000
1478539357854,1478539355545000000
1478539357875,1478539355566000000
1478539357898,1478539355590000000
1478539357915,1478539355606000000
1478539357935,1478539355626000000
1478539357955,1478539355646000000
1478539357992,1478539355685000000
1478539357997,1478539355688000000
1478539358019,1478539355709000000
1478539358033,1478539355723000000
1478539358053,1478539355743000000
1478539358075,1478539355766000000
1478539358095,1478539355786000000
1478539358113,1478539355803000000
1478539358133,1478539355823000000
1478539358153,1478539355843000000
1478539358175,1478539355866000000
1478539358195,1478539355886000000
1478539358215,1478539355906000000
1478539358235,1478539355926000000
1478539358255,1478539355946000000
1478539358275,1478539355966000000
1478539358338,1478539356029000000
1478539358339,1478539356029000000
1478539358339,1478539356030000000
1478539358353,1478539356050000000
1478539358373,1478539356063000000
1478539358392,1478539356082000000
1478539358414,1478539356105000000
1478539358435,1478539356125000000
1478539358458,1478539356170000000
1478539358490,1478539356181000000
1478539358500,1478539356190000000
1478539358514,1478539356204000000
1478539358533,1478539356223000000
1478539358555,1478539356246000000
1478539358578,1478539356269000000
1478539358592,1478539356282000000
1478539358613,1478539356303000000
1478539358633,1478539356323000000
1478539358676,1478539356366000000
1478539358684,1478539356374000000
1478539358693,1478539356383000000
1478539358712,1478539356403000000
1478539358732,1478539356422000000
1478539358752,1478539356442000000
1478539358772,1478539356463000000
1478539358795,1478539356486000000
1478539358814,1478539356505000000
1478539358834,1478539356524000000
1478539358860,1478539356551000000
1478539358897,1478539356587000000
1478539358934,1478539356650000000
1478539358961,1478539356651000000
1478539358961,1478539356651000000
1478539358962,1478539356652000000
1478539358972,1478539356664000000
1478539358992,1478539356683000000
1478539359012,1478539356703000000
1478539359032,1478539356724000000
1478539359052,1478539356743000000
1478539359073,1478539356764000000
1478539359093,1478539356784000000
1478539359116,1478539356807000000
1478539359133,1478539356824000000
1478539359153,1478539356843000000
1478539359173,1478539356863000000
1478539359193,1478539356884000000
1478539359214,1478539356905000000
1478539359233,1478539356924000000
1478539359253,1478539356943000000
1478539359272,1478539356963000000
1478539359292,1478539356983000000
1478539359312,1478539357002000000
1478539359335,1478539357026000000
1478539359356,1478539357047000000
1478539359399,1478539357097000000
1478539359408,1478539357099000000
1478539359414,1478539357104000000
1478539359432,1478539357122000000
1478539359452,1478539357142000000
1478539359472,1478539357162000000
1478539359492,1478539357182000000
1478539359511,1478539357217000000
1478539359531,1478539357221000000
1478539359551,1478539357241000000
1478539359581,1478539357272000000
1478539359625,1478539357315000000
1478539359627,1478539357317000000
1478539359632,1478539357323000000
1478539359655,1478539357345000000
1478539359678,1478539357368000000
1478539359691,1478539357381000000
1478539359711,1478539357401000000
1478539359731,1478539357421000000
1478539359752,1478539357442000000
1478539359772,1478539357462000000
1478539359792,1478539357483000000
1478539359812,1478539357503000000
1478539359832,1478539357523000000
1478539359853,1478539357543000000
1478539359872,1478539357562000000
1478539359892,1478539357583000000
1478539359912,1478539357603000000
1478539359932,1478539357623000000
1478539359951,1478539357646000000
1478539359977,1478539357668000000
1478539359991,1478539357682000000
1478539360011,1478539357702000000
1478539360031,1478539357722000000
1478539360052,1478539357742000000
1478539360071,1478539357762000000
1478539360091,1478539357785000000
1478539360111,1478539357801000000
1478539360132,1478539357823000000
1478539360151,1478539357841000000
1478539360171,1478539357861000000
1478539360191,1478539357881000000
1478539360211,1478539357901000000
1478539360231,1478539357921000000
1478539360251,1478539357941000000
1478539360274,1478539357965000000
1478539360293,1478539357984000000
1478539360313,1478539358004000000
1478539360341,1478539358033000000
1478539360353,1478539358044000000
1478539360372,1478539358063000000
1478539360393,1478539358084000000
1478539360412,1478539358104000000
1478539360434,1478539358126000000
1478539360453,1478539358144000000
1478539360472,1478539358163000000
1478539360494,1478539358186000000
1478539360513,1478539358227000000
1478539360538,1478539358228000000
1478539360552,1478539358243000000
1478539360577,1478539358268000000
1478539360613,1478539358303000000
1478539360639,1478539358329000000
1478539360640,1478539358330000000
1478539360653,1478539358343000000
1478539360671,1478539358362000000
1478539360691,1478539358381000000
1478539360711,1478539358401000000
1478539360731,1478539358421000000
1478539360752,1478539358443000000
1478539360772,1478539358462000000
1478539360792,1478539358484000000
1478539360814,1478539358506000000
1478539360833,1478539358523000000
1478539360853,1478539358543000000
1478539360871,1478539358560000000
1478539360891,1478539358581000000
1478539360910,1478539358600000000
1478539360931,1478539358622000000
1478539360951,1478539358640000000
1478539360972,1478539358662000000
1478539360996,1478539358686000000
1478539361011,1478539358701000000
1478539361030,1478539358720000000
1478539361050,1478539358740000000
1478539361070,1478539358760000000
1478539361091,1478539358781000000
1478539361110,1478539358800000000
1478539361130,1478539358820000000
1478539361152,1478539358843000000
1478539361173,1478539358863000000
1478539361192,1478539358883000000
1478539361213,1478539358922000000
1478539361234,1478539358926000000
1478539361252,1478539358942000000
1478539361273,1478539358964000000
1478539361294,1478539358987000000
1478539361312,1478539359002000000
1478539361332,1478539359022000000
1478539361352,1478539359043000000
1478539361372,1478539359064000000
1478539361392,1478539359083000000
1478539361412,1478539359104000000
1478539361432,1478539359123000000
1478539361453,1478539359144000000
1478539361479,1478539359170000000
1478539361505,1478539359195000000
1478539361511,1478539359200000000
1478539361530,1478539359221000000
1478539361550,1478539359240000000
1478539361571,1478539359261000000
1478539361591,1478539359282000000
1478539361611,1478539359301000000
1478539361634,1478539359325000000
1478539361653,1478539359343000000
1478539361672,1478539359362000000
1478539361692,1478539359382000000
1478539361712,1478539359402000000
1478539361733,1478539359424000000
1478539361752,1478539359443000000
1478539361772,1478539359462000000
1478539361800,1478539359491000000
1478539361874,1478539359564000000
1478539361875,1478539359565000000
1478539361876,1478539359566000000
1478539361876,1478539359566000000
1478539361890,1478539359580000000
1478539361910,1478539359599000000
1478539361930,1478539359620000000
1478539361955,1478539359646000000
1478539361970,1478539359661000000
1478539361990,1478539359680000000
